Plugin ID,CVE,CVSS,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,Asset UUID,Vulnerability State,IP Address,FQDN,NetBios,OS,MAC Address,Plugin Family,CVSS Base Score,CVSS Temporal Score,CVSS Temporal Vector,CVSS Vector,CVSS3 Base Score,CVSS3 Temporal Score,CVSS3 Temporal Vector,CVSS3 Vector,System Type,Host Start,Host End
"10180","","0.0","None","site7.sample.corp.123","tcp","0","Ping the remote host","It was possible to identify the status of the remote host (alive or
dead).","Nessus was able to determine if the remote host is alive using one or
more of the following ping types :

  - An ARP ping, provided the host is on the local subnet
    and Nessus is running over Ethernet.

  - An ICMP ping.

  - A TCP ping, in which the plugin sends to the remote host
    a packet with the flag SYN, and the host will reply with
    a RST or a SYN/ACK.

  - A UDP ping (e.g., DNS, RPC, and NTP).","n/a","","The remote host (172.21.31.4) is considered as dead - not scanning
The remote host (172.21.31.4) did not respond to the following ping methods :
- TCP ping
- ICMP ping
","8ce65112-047f-4047-b5a3-96b9e3c47662","Active","172.21.31.4","site7.sample.corp.123","","","","Port scanners","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"10180","","0.0","None","site8.sample.corp.123","tcp","0","Ping the remote host","It was possible to identify the status of the remote host (alive or
dead).","Nessus was able to determine if the remote host is alive using one or
more of the following ping types :

  - An ARP ping, provided the host is on the local subnet
    and Nessus is running over Ethernet.

  - An ICMP ping.

  - A TCP ping, in which the plugin sends to the remote host
    a packet with the flag SYN, and the host will reply with
    a RST or a SYN/ACK.

  - A UDP ping (e.g., DNS, RPC, and NTP).","n/a","","The remote host (172.21.21.68) is considered as dead - not scanning
The remote host (172.21.21.68) did not respond to the following ping methods :
- TCP ping
- ICMP ping
","7dd95e37-076f-4daa-ab21-8f9a25c17a1f","Active","172.21.21.68","site8.sample.corp.123","","","","Port scanners","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"10180","","0.0","None","site9.sample.corp.123","tcp","0","Ping the remote host","It was possible to identify the status of the remote host (alive or
dead).","Nessus was able to determine if the remote host is alive using one or
more of the following ping types :

  - An ARP ping, provided the host is on the local subnet
    and Nessus is running over Ethernet.

  - An ICMP ping.

  - A TCP ping, in which the plugin sends to the remote host
    a packet with the flag SYN, and the host will reply with
    a RST or a SYN/ACK.

  - A UDP ping (e.g., DNS, RPC, and NTP).","n/a","","The remote host (172.21.21.65) is considered as dead - not scanning
The remote host (172.21.21.65) did not respond to the following ping methods :
- TCP ping
- ICMP ping
","b28d2ad9-7253-4267-9003-062a00b84655","Active","172.21.21.65","site9.sample.corp.123","","","","Port scanners","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"10180","","0.0","None","site10.sample.corp.123","tcp","0","Ping the remote host","It was possible to identify the status of the remote host (alive or
dead).","Nessus was able to determine if the remote host is alive using one or
more of the following ping types :

  - An ARP ping, provided the host is on the local subnet
    and Nessus is running over Ethernet.

  - An ICMP ping.

  - A TCP ping, in which the plugin sends to the remote host
    a packet with the flag SYN, and the host will reply with
    a RST or a SYN/ACK.

  - A UDP ping (e.g., DNS, RPC, and NTP).","n/a","","The remote host (172.21.21.66) is considered as dead - not scanning
The remote host (172.21.21.66) did not respond to the following ping methods :
- TCP ping
- ICMP ping
","50b56620-2e4b-48b7-b43a-996f9393d39f","Active","172.21.21.66","site10.sample.corp.123","","","","Port scanners","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"10180","","0.0","None","site11.sample.corp.123","tcp","0","Ping the remote host","It was possible to identify the status of the remote host (alive or
dead).","Nessus was able to determine if the remote host is alive using one or
more of the following ping types :

  - An ARP ping, provided the host is on the local subnet
    and Nessus is running over Ethernet.

  - An ICMP ping.

  - A TCP ping, in which the plugin sends to the remote host
    a packet with the flag SYN, and the host will reply with
    a RST or a SYN/ACK.

  - A UDP ping (e.g., DNS, RPC, and NTP).","n/a","","The remote host (172.21.21.77) is considered as dead - not scanning
The remote host (172.21.21.77) did not respond to the following ping methods :
- TCP ping
- ICMP ping
","c7bc50b6-754b-4326-8c71-5288ebd12907","Active","172.21.21.77","site11.sample.corp.123","","","","Port scanners","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"11219","","0.0","None","site12.sample.corp.123","tcp","80","Nessus SYN scanner","It is possible to determine which TCP ports are open.","This plugin is a SYN 'half-open' port scanner.  It shall be reasonably
quick even against a firewalled target.

Note that SYN scans are less intrusive than TCP (full connect) scans
against broken services, but they might cause problems for less robust
firewalls and also leave unclosed connections on the remote target, if
the network is loaded.","Protect your target with an IP filter.","","Port 80/tcp was found to be open","4dd9989e-1af1-4154-8d3d-35405be1463f","Active","172.21.21.82","site12.sample.corp.123","","","","Port scanners","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"11219","","0.0","None","site12.sample.corp.123","tcp","443","Nessus SYN scanner","It is possible to determine which TCP ports are open.","This plugin is a SYN 'half-open' port scanner.  It shall be reasonably
quick even against a firewalled target.

Note that SYN scans are less intrusive than TCP (full connect) scans
against broken services, but they might cause problems for less robust
firewalls and also leave unclosed connections on the remote target, if
the network is loaded.","Protect your target with an IP filter.","","Port 443/tcp was found to be open","4dd9989e-1af1-4154-8d3d-35405be1463f","Active","172.21.21.82","site12.sample.corp.123","","","","Port scanners","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"10287","","0.0","None","site12.sample.corp.123","udp","0","Traceroute Information","It was possible to obtain traceroute information.","Makes a traceroute to the remote host.","n/a","","For your information, here is the traceroute from 172.16.10.190 to 172.21.21.82 :
172.16.10.190
54.93.0.211
100.65.8.97
52.93.23.123
52.93.23.117
54.239.107.180
166.49.154.94
166.49.237.226
166.49.208.222
166.49.153.162
166.49.153.162
193.221.170.193
?
172.21.21.82

Hop Count: 13
","4dd9989e-1af1-4154-8d3d-35405be1463f","Active","172.21.21.82","site12.sample.corp.123","","","","General","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"22964","","0.0","None","site12.sample.corp.123","tcp","443","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A TLSv1.2 server answered on this port.
","4dd9989e-1af1-4154-8d3d-35405be1463f","Active","172.21.21.82","site12.sample.corp.123","","","","Service detection","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"22964","","0.0","None","site12.sample.corp.123","tcp","80","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A web server is running on this port.","4dd9989e-1af1-4154-8d3d-35405be1463f","Active","172.21.21.82","site12.sample.corp.123","","","","Service detection","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"22964","","0.0","None","site12.sample.corp.123","tcp","443","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A web server is running on this port through TLSv1.2.","4dd9989e-1af1-4154-8d3d-35405be1463f","Active","172.21.21.82","site12.sample.corp.123","","","","Service detection","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"50350","","0.0","None","site12.sample.corp.123","tcp","0","OS Identification Failed","It was not possible to determine the remote operating system.","Using a combination of remote probes (TCP/IP, SMB, HTTP, NTP, SNMP,
etc), it was possible to gather one or more fingerprints from the
remote system. Unfortunately, though, Nessus does not currently know
how to use them to identify the overall system.","n/a","","
If you think these signatures would help us improve OS fingerprinting,
please send them to :

  os-signatures@nessus.org

Be sure to include a brief description of the device itself, such as
the actual operating system or product / model names.

SinFP:!:
   P1:B11113:F0x12:W1460:O0204ffff:M1460:
   P2:B11113:F0x12:W1460:O0204ffff0103030004020000:M1460:
   P3:B00000:F0x00:W0:O0:M0
   P4:81000_7_p=443R
","4dd9989e-1af1-4154-8d3d-35405be1463f","Active","172.21.21.82","site12.sample.corp.123","","","","General","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"19506","","0.0","None","site12.sample.corp.123","tcp","0","Nessus Scan Information","This plugin displays information about the Nessus scan.","This plugin displays, for each tested host, information about the
scan itself :

  - The version of the plugin set.
  - The type of scanner (Nessus or Nessus Home).
  - The version of the Nessus Engine.
  - The port scanner(s) used.
  - The port range scanned.
  - Whether credentialed or third-party patch management
    checks are possible.
  - The date of the scan.
  - The duration of the scan.
  - The number of hosts scanned in parallel.
  - The number of checks done in parallel.","n/a","","Information about this scan :

Nessus version : 8.10.0
Plugin feed version : 202004250028
Scanner edition used : Nessus
Scan type : Normal
Scan policy used : Basic Network Scan
Scanner IP : tenable.io Scanner
Port scanner(s) : nessus_syn_scanner
Port range : default
Thorough tests : no
Experimental tests : no
Paranoia level : 1
Report verbosity : 1
Safe checks : yes
Optimize the test : yes
Credentialed checks : no
Patch management checks : None
CGI scanning : enabled
Web application tests : enabled
Web app tests -  Test mode : single
Web app tests -  Try all HTTP methods : no
Web app tests -  Maximum run time : 30 minutes.
Web app tests -  Stop at first flaw : CGI
Max hosts : 10
Max checks : 4
Recv timeout : 5
Backports : None
Allow post-scan editing: Yes
Scan Start Date : 2020/4/28 10:07 UTC
Scan duration : 2403 sec
","4dd9989e-1af1-4154-8d3d-35405be1463f","Active","172.21.21.82","site12.sample.corp.123","","","","Settings","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"10180","","0.0","None","site13.sample.corp.123","tcp","0","Ping the remote host","It was possible to identify the status of the remote host (alive or
dead).","Nessus was able to determine if the remote host is alive using one or
more of the following ping types :

  - An ARP ping, provided the host is on the local subnet
    and Nessus is running over Ethernet.

  - An ICMP ping.

  - A TCP ping, in which the plugin sends to the remote host
    a packet with the flag SYN, and the host will reply with
    a RST or a SYN/ACK.

  - A UDP ping (e.g., DNS, RPC, and NTP).","n/a","","The remote host (172.21.21.80) is considered as dead - not scanning
The remote host (172.21.21.80) did not respond to the following ping methods :
- TCP ping
- ICMP ping
","b4817af7-2390-4626-bf12-ec03c2da8443","Active","172.21.21.80","site13.sample.corp.123","","","","Port scanners","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"10180","","0.0","None","site14.sample.corp.123","tcp","0","Ping the remote host","It was possible to identify the status of the remote host (alive or
dead).","Nessus was able to determine if the remote host is alive using one or
more of the following ping types :

  - An ARP ping, provided the host is on the local subnet
    and Nessus is running over Ethernet.

  - An ICMP ping.

  - A TCP ping, in which the plugin sends to the remote host
    a packet with the flag SYN, and the host will reply with
    a RST or a SYN/ACK.

  - A UDP ping (e.g., DNS, RPC, and NTP).","n/a","","The remote host (172.21.21.40) is considered as dead - not scanning
The remote host (172.21.21.40) did not respond to the following ping methods :
- TCP ping
- ICMP ping
","b6bfd485-553f-415d-9d06-a893aa182ef8","Active","172.21.21.40","site14.sample.corp.123","","","","Port scanners","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"10180","","0.0","None","site15.sample.corp.123","tcp","0","Ping the remote host","It was possible to identify the status of the remote host (alive or
dead).","Nessus was able to determine if the remote host is alive using one or
more of the following ping types :

  - An ARP ping, provided the host is on the local subnet
    and Nessus is running over Ethernet.

  - An ICMP ping.

  - A TCP ping, in which the plugin sends to the remote host
    a packet with the flag SYN, and the host will reply with
    a RST or a SYN/ACK.

  - A UDP ping (e.g., DNS, RPC, and NTP).","n/a","","The remote host (172.21.21.78) is considered as dead - not scanning
The remote host (172.21.21.78) did not respond to the following ping methods :
- TCP ping
- ICMP ping
","6b971609-9697-45a4-8a0b-f3200dcde737","Active","172.21.21.78","site15.sample.corp.123","","","","Port scanners","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"10180","","0.0","None","site16.sample.corp.123","tcp","0","Ping the remote host","It was possible to identify the status of the remote host (alive or
dead).","Nessus was able to determine if the remote host is alive using one or
more of the following ping types :

  - An ARP ping, provided the host is on the local subnet
    and Nessus is running over Ethernet.

  - An ICMP ping.

  - A TCP ping, in which the plugin sends to the remote host
    a packet with the flag SYN, and the host will reply with
    a RST or a SYN/ACK.

  - A UDP ping (e.g., DNS, RPC, and NTP).","n/a","","The remote host (172.21.31.1) is considered as dead - not scanning
The remote host (172.21.31.1) did not respond to the following ping methods :
- TCP ping
- ICMP ping
","eea8a14a-52af-42bf-bf0b-5da4946b6377","Active","172.21.31.1","site16.sample.corp.123","","","","Port scanners","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"10180","","0.0","None","site17.sample.corp.123","tcp","0","Ping the remote host","It was possible to identify the status of the remote host (alive or
dead).","Nessus was able to determine if the remote host is alive using one or
more of the following ping types :

  - An ARP ping, provided the host is on the local subnet
    and Nessus is running over Ethernet.

  - An ICMP ping.

  - A TCP ping, in which the plugin sends to the remote host
    a packet with the flag SYN, and the host will reply with
    a RST or a SYN/ACK.

  - A UDP ping (e.g., DNS, RPC, and NTP).","n/a","","The remote host (172.21.21.20) is considered as dead - not scanning
The remote host (172.21.21.20) did not respond to the following ping methods :
- TCP ping
- ICMP ping
","fe503f0b-4467-49ae-b0fb-7fb86d9b871c","Active","172.21.21.20","site17.sample.corp.123","","","","Port scanners","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"10180","","0.0","None","site18.sample.corp.123","tcp","0","Ping the remote host","It was possible to identify the status of the remote host (alive or
dead).","Nessus was able to determine if the remote host is alive using one or
more of the following ping types :

  - An ARP ping, provided the host is on the local subnet
    and Nessus is running over Ethernet.

  - An ICMP ping.

  - A TCP ping, in which the plugin sends to the remote host
    a packet with the flag SYN, and the host will reply with
    a RST or a SYN/ACK.

  - A UDP ping (e.g., DNS, RPC, and NTP).","n/a","","The remote host (172.21.21.36) is considered as dead - not scanning
The remote host (172.21.21.36) did not respond to the following ping methods :
- TCP ping
- ICMP ping
","5691f754-8b86-4e63-a9e7-fe572cf1f0aa","Active","172.21.21.36","site18.sample.corp.123","","","","Port scanners","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"11219","","0.0","None","site19.sample.corp.123","tcp","80","Nessus SYN scanner","It is possible to determine which TCP ports are open.","This plugin is a SYN 'half-open' port scanner.  It shall be reasonably
quick even against a firewalled target.

Note that SYN scans are less intrusive than TCP (full connect) scans
against broken services, but they might cause problems for less robust
firewalls and also leave unclosed connections on the remote target, if
the network is loaded.","Protect your target with an IP filter.","","Port 80/tcp was found to be open","6ddf9db5-4994-42fb-b422-591445d494b6","Active","172.21.21.39","site19.sample.corp.123","","","","Port scanners","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"11219","","0.0","None","site19.sample.corp.123","tcp","443","Nessus SYN scanner","It is possible to determine which TCP ports are open.","This plugin is a SYN 'half-open' port scanner.  It shall be reasonably
quick even against a firewalled target.

Note that SYN scans are less intrusive than TCP (full connect) scans
against broken services, but they might cause problems for less robust
firewalls and also leave unclosed connections on the remote target, if
the network is loaded.","Protect your target with an IP filter.","","Port 443/tcp was found to be open","6ddf9db5-4994-42fb-b422-591445d494b6","Active","172.21.21.39","site19.sample.corp.123","","","","Port scanners","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"25220","","0.0","None","site19.sample.corp.123","tcp","0","TCP/IP Timestamps Supported","The remote service implements TCP timestamps.","The remote host implements TCP timestamps, as defined by RFC1323.  A
side effect of this feature is that the uptime of the remote host can
sometimes be computed.","n/a","http://www.ietf.org/rfc/rfc1323.txt","","6ddf9db5-4994-42fb-b422-591445d494b6","Active","172.21.21.39","site19.sample.corp.123","","","","General","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"22964","","0.0","None","site19.sample.corp.123","tcp","80","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A web server is running on this port.","6ddf9db5-4994-42fb-b422-591445d494b6","Active","172.21.21.39","site19.sample.corp.123","","","","Service detection","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"50344","","0.0","None","site19.sample.corp.123","tcp","80","Missing or Permissive Content-Security-Policy frame-ancestors HTTP Response Header","The remote web server does not take steps to mitigate a class of web
application vulnerabilities.","The remote web server in some responses sets a permissive
Content-Security-Policy (CSP) frame-ancestors response header or does
not set one at all.

The CSP frame-ancestors header has been proposed by the W3C Web
Application Security Working Group as a way to mitigate cross-site
scripting and clickjacking attacks.","Set a non-permissive Content-Security-Policy frame-ancestors header
for all requested resources.","http://www.nessus.org/u?55aa8f57
http://www.nessus.org/u?07cc2a06
https://content-security-policy.com/
https://www.w3.org/TR/CSP2/","
The following pages do not set a Content-Security-Policy frame-ancestors response header or set a permissive policy:

  - http://site19.sample.corp.123/
","6ddf9db5-4994-42fb-b422-591445d494b6","Active","172.21.21.39","site19.sample.corp.123","","","","CGI abuses","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"49704","","0.0","None","site19.sample.corp.123","tcp","80","External URLs","Links to external sites were gathered.","Nessus gathered HREF links to external sites by crawling the remote
web server.","n/a","","
1 external URL was gathered on this web server :
URL...                                  - Seen on...


http://www.sample.corp.123/network-operations  - /
","6ddf9db5-4994-42fb-b422-591445d494b6","Active","172.21.21.39","site19.sample.corp.123","","","","Web Servers","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"91815","","0.0","None","site19.sample.corp.123","tcp","80","Web Application Sitemap","The remote web server hosts linkable content that can be crawled by
Nessus.","The remote web server contains linkable content that can be used to
gather information about a target.","n/a","http://www.nessus.org/u?5496c8d9","
The following sitemap was created from crawling linkable content on the target host :

  - http://site19.sample.corp.123/

Attached is a copy of the sitemap file.
","6ddf9db5-4994-42fb-b422-591445d494b6","Active","172.21.21.39","site19.sample.corp.123","","","","Web Servers","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"50345","","0.0","None","site19.sample.corp.123","tcp","80","Missing or Permissive X-Frame-Options HTTP Response Header","The remote web server does not take steps to mitigate a class of web
application vulnerabilities.","The remote web server in some responses sets a permissive
X-Frame-Options response header or does not set one at all.

The X-Frame-Options header has been proposed by Microsoft as a way to
mitigate clickjacking attacks and is currently supported by all major
browser vendors","Set a properly configured X-Frame-Options header for all requested
resources.","https://en.wikipedia.org/wiki/Clickjacking
http://www.nessus.org/u?399b1f56","
The following pages do not set a X-Frame-Options response header or set a permissive policy:

  - http://site19.sample.corp.123/
","6ddf9db5-4994-42fb-b422-591445d494b6","Active","172.21.21.39","site19.sample.corp.123","","","","CGI abuses","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"24260","","0.0","None","site19.sample.corp.123","tcp","80","HyperText Transfer Protocol (HTTP) Information","Some information about the remote HTTP configuration can be extracted.","This test gives some information about the remote HTTP protocol - the
version used, whether HTTP Keep-Alive and HTTP pipelining are enabled,
etc...

This test is informational only and does not denote any security
problem.","n/a","","
Response Code : HTTP/1.1 200 OK

Protocol version : HTTP/1.1
SSL : no
Keep-Alive : no
Options allowed : (Not implemented)
Headers :

  connection: close
  content-length: 235
  content-type: text/html
  date: Tue, 28 Apr 2020 10:22:04 GMT
  last-modified: Mon, 08 Jun 2015 11:15:56 GMT
  p3p: CP=""NON CUR OTPi OUR NOR UNI""
  x-xss-protection: 1
  strict-transport-security: max-age=31536000; includeSubDomains

Response Body :

<html>
<head>
<META HTTP-EQUIV=Refresh CONTENT=""0; URL=http://www.sample.corp.123/network-operations "">
</head>
<body>
If you are not redirected, <a href=""http://www.sample.corp.123/network-operations "">clik here</a>.
</body>
</html>

","6ddf9db5-4994-42fb-b422-591445d494b6","Active","172.21.21.39","site19.sample.corp.123","","","","Web Servers","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"19506","","0.0","None","site19.sample.corp.123","tcp","0","Nessus Scan Information","This plugin displays information about the Nessus scan.","This plugin displays, for each tested host, information about the
scan itself :

  - The version of the plugin set.
  - The type of scanner (Nessus or Nessus Home).
  - The version of the Nessus Engine.
  - The port scanner(s) used.
  - The port range scanned.
  - Whether credentialed or third-party patch management
    checks are possible.
  - The date of the scan.
  - The duration of the scan.
  - The number of hosts scanned in parallel.
  - The number of checks done in parallel.","n/a","","Information about this scan :

Nessus version : 8.10.0
Plugin feed version : 202004250028
Scanner edition used : Nessus
Scan type : Normal
Scan policy used : Basic Network Scan
Scanner IP : tenable.io Scanner
Port scanner(s) : nessus_syn_scanner
Port range : default
Thorough tests : no
Experimental tests : no
Paranoia level : 1
Report verbosity : 1
Safe checks : yes
Optimize the test : yes
Credentialed checks : no
Patch management checks : None
CGI scanning : enabled
Web application tests : enabled
Web app tests -  Test mode : single
Web app tests -  Try all HTTP methods : no
Web app tests -  Maximum run time : 30 minutes.
Web app tests -  Stop at first flaw : CGI
Max hosts : 10
Max checks : 4
Recv timeout : 5
Backports : None
Allow post-scan editing: Yes
Scan Start Date : 2020/4/28 10:07 UTC
Scan duration : 1917 sec
","6ddf9db5-4994-42fb-b422-591445d494b6","Active","172.21.21.39","site19.sample.corp.123","","","","Settings","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"11219","","0.0","None","site21.sample.corp.123","tcp","443","Nessus SYN scanner","It is possible to determine which TCP ports are open.","This plugin is a SYN 'half-open' port scanner.  It shall be reasonably
quick even against a firewalled target.

Note that SYN scans are less intrusive than TCP (full connect) scans
against broken services, but they might cause problems for less robust
firewalls and also leave unclosed connections on the remote target, if
the network is loaded.","Protect your target with an IP filter.","","Port 443/tcp was found to be open","52c101a0-0080-4f2b-878f-e4b84e776aae","Active","172.21.21.56","site21.sample.corp.123","","","","Port scanners","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"25220","","0.0","None","site21.sample.corp.123","tcp","0","TCP/IP Timestamps Supported","The remote service implements TCP timestamps.","The remote host implements TCP timestamps, as defined by RFC1323.  A
side effect of this feature is that the uptime of the remote host can
sometimes be computed.","n/a","http://www.ietf.org/rfc/rfc1323.txt","","52c101a0-0080-4f2b-878f-e4b84e776aae","Active","172.21.21.56","site21.sample.corp.123","","","","General","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"22964","","0.0","None","site21.sample.corp.123","tcp","443","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A TLSv1.2 server answered on this port.
","52c101a0-0080-4f2b-878f-e4b84e776aae","Active","172.21.21.56","site21.sample.corp.123","","","","Service detection","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"22964","","0.0","None","site21.sample.corp.123","tcp","443","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A web server is running on this port through TLSv1.2.","52c101a0-0080-4f2b-878f-e4b84e776aae","Active","172.21.21.56","site21.sample.corp.123","","","","Service detection","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"50344","","0.0","None","site21.sample.corp.123","tcp","443","Missing or Permissive Content-Security-Policy frame-ancestors HTTP Response Header","The remote web server does not take steps to mitigate a class of web
application vulnerabilities.","The remote web server in some responses sets a permissive
Content-Security-Policy (CSP) frame-ancestors response header or does
not set one at all.

The CSP frame-ancestors header has been proposed by the W3C Web
Application Security Working Group as a way to mitigate cross-site
scripting and clickjacking attacks.","Set a non-permissive Content-Security-Policy frame-ancestors header
for all requested resources.","http://www.nessus.org/u?55aa8f57
http://www.nessus.org/u?07cc2a06
https://content-security-policy.com/
https://www.w3.org/TR/CSP2/","
The following pages do not set a Content-Security-Policy frame-ancestors response header or set a permissive policy:

  - https://site21.sample.corp.123/
","52c101a0-0080-4f2b-878f-e4b84e776aae","Active","172.21.21.56","site21.sample.corp.123","","","","CGI abuses","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"49704","","0.0","None","site21.sample.corp.123","tcp","443","External URLs","Links to external sites were gathered.","Nessus gathered HREF links to external sites by crawling the remote
web server.","n/a","","
1 external URL was gathered on this web server :
URL...                                  - Seen on...


http://www.sample.corp.123/network-operations  - /
","52c101a0-0080-4f2b-878f-e4b84e776aae","Active","172.21.21.56","site21.sample.corp.123","","","","Web Servers","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"91815","","0.0","None","site21.sample.corp.123","tcp","443","Web Application Sitemap","The remote web server hosts linkable content that can be crawled by
Nessus.","The remote web server contains linkable content that can be used to
gather information about a target.","n/a","http://www.nessus.org/u?5496c8d9","
The following sitemap was created from crawling linkable content on the target host :

  - https://site21.sample.corp.123/

Attached is a copy of the sitemap file.
","52c101a0-0080-4f2b-878f-e4b84e776aae","Active","172.21.21.56","site21.sample.corp.123","","","","Web Servers","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"50345","","0.0","None","site21.sample.corp.123","tcp","443","Missing or Permissive X-Frame-Options HTTP Response Header","The remote web server does not take steps to mitigate a class of web
application vulnerabilities.","The remote web server in some responses sets a permissive
X-Frame-Options response header or does not set one at all.

The X-Frame-Options header has been proposed by Microsoft as a way to
mitigate clickjacking attacks and is currently supported by all major
browser vendors","Set a properly configured X-Frame-Options header for all requested
resources.","https://en.wikipedia.org/wiki/Clickjacking
http://www.nessus.org/u?399b1f56","
The following pages do not set a X-Frame-Options response header or set a permissive policy:

  - https://site21.sample.corp.123/
","52c101a0-0080-4f2b-878f-e4b84e776aae","Active","172.21.21.56","site21.sample.corp.123","","","","CGI abuses","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
"10386","","0.0","None","site21.sample.corp.123","tcp","443","Web Server No 404 Error Code Check","The remote web server does not return 404 error codes.","The remote web server is configured such that it does not return '404
Not Found' error codes when a nonexistent file is requested, perhaps
returning instead a site map, search page or authentication page.

Nessus has enabled some counter measures for this.  However, they
might be insufficient.  If a great number of security holes are
produced for this port, they might not all be accurate.","n/a","","
The following string will be used :
TYPE=""password""","52c101a0-0080-4f2b-878f-e4b84e776aae","Active","172.21.21.56","site21.sample.corp.123","","","","Web Servers","","","","","","","","","","2020-04-28T10:00:24.561Z","2020-04-28T11:42:57.343Z"
